drug,Blood and lymphatic system disorders,Cardiac disorders,"Congenital, familial and genetic disorders",Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,"Injury, poisoning and procedural complications",Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",Nervous system disorders,"Pregnancy, puerperium and perinatal conditions",Product issues,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,"Respiratory, thoracic and mediastinal disorders",Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders,DILIConcern,DILI Risk Level,DILIConcern source
minoxidil,0.003459004,0.023845871,0.000579721,0.005043576,0.000946878,0.017507585,0.014280469,0.166940424,0.001603896,0.009662022,0.007980831,0.2564494,0.026126109,0.003613596,0.007517053,0.003826161,0.059769271,0.000386481,0.04490908,0.011169298,0.002589422,0.007497729,0.012386713,0.295310054,0.002086997,0.001739164,0.012773194,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
miocamycin,0.010526316,0.015204678,0,0.005847953,0,0.024561404,0.180116959,0.087719298,0.022222222,0.015204678,0.015204678,0.002339181,0.012865497,0.010526316,0.009356725,0,0.049122807,0,0,0.010526316,0.010526316,0.002339181,0.031578947,0.467836257,0,0,0.016374269,Other-DILI-Concern,Low,Logistic regression model predictions 
mirabegron,0.002002695,0.035793613,0.000109238,0.005425482,0.000546189,0.02050031,0.091686997,0.206386775,0.002876598,0.006299385,0.034628409,0.133233805,0.066416633,0.008083603,0.030768671,0.004915705,0.08811856,0,0.003823326,0.034482759,0.090303317,0.009066744,0.031569748,0.048865747,0.00152933,0.008921094,0.033645268,Other-DILI-Concern,Low,Logistic regression model predictions 
miriplatin,0.072961373,0.008583691,0,0,0,0,0.08583691,0.098712446,0.128755365,0.017167382,0.068669528,0.004291845,0.214592275,0.021459227,0,0.012875536,0.017167382,0,0,0,0.060085837,0,0.150214592,0.017167382,0,0,0.021459227,Most-DILI-Concern,High,Logistic regression model predictions 
mirodenafil,0,0.033163265,0,0.005102041,0,0.076530612,0.058673469,0.229591837,0,0,0,0.020408163,0.010204082,0,0.015306122,0.005102041,0.173469388,0,0,0.005102041,0,0.00255102,0.058673469,0.015306122,0,0.00255102,0.288265306,Other-DILI-Concern,Low,Logistic regression model predictions 
mirtazapine,0.021855071,0.032362753,0.001974446,0.007534666,0.004334703,0.018201212,0.070172253,0.129791435,0.013616867,0.006672265,0.011392779,0.069582189,0.067675828,0.037514468,0.038739986,0.00208792,0.175407939,0.002677984,0.006989992,0.152304655,0.016158682,0.00916869,0.029321653,0.045571114,0.003767333,0.002950321,0.022172798,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
misoprostol,0.022963936,0.015329649,0.004000366,0.002381898,0.000702354,0.005832595,0.151189422,0.179680581,0.002168138,0.011970562,0.015451797,0.111765963,0.013253122,0.004611109,0.019971295,0.00064128,0.069472013,0.102665893,0.000549669,0.008153419,0.003969829,0.037255321,0.017681009,0.06339512,0.000488594,0.065593795,0.06886127,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mitiglinide,0.045918367,0.040816327,0,0.005102041,0,0.005102041,0.066326531,0.051020408,0.086734694,0.010204082,0.035714286,0.010204082,0.051020408,0.18877551,0.030612245,0.045918367,0.086734694,0,0,0,0.045918367,0,0.056122449,0.12755102,0,0.005102041,0.005102041,Most-DILI-Concern,High,Logistic regression model predictions 
mitomycin,0.128990648,0.021283457,0.001612383,0.001451145,0.000322477,0.029506611,0.075298291,0.125604644,0.014027733,0.013221541,0.058851983,0.047081587,0.033053854,0.016930023,0.011931635,0.017091261,0.031763947,0.000161238,0.00193486,0.006610771,0.098677846,0.011770397,0.074330861,0.149951629,0.000483715,0.003063528,0.024991938,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mitotane,0.052529183,0.011673152,0.001945525,0.009727626,0.045719844,0.016536965,0.102140078,0.137159533,0.042801556,0.002918288,0.016536965,0.08463035,0.0807393,0.067120623,0.01848249,0.029182879,0.110894942,0.001945525,0.004863813,0.038910506,0.011673152,0.013618677,0.01459144,0.059338521,0,0.008754864,0.015564202,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mitoxantrone,0.152173913,0.07721493,0.003589007,0.00133306,0.001127974,0.007383101,0.057116489,0.113412633,0.017739951,0.007793273,0.101517637,0.026763741,0.069831829,0.021328958,0.015484003,0.106439705,0.055168171,0.001025431,0.001127974,0.013330599,0.018765381,0.005229696,0.051271534,0.035582445,0.001435603,0.006460213,0.030352748,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mivacurium,0.001084599,0.064533623,0.002169197,0,0,0.007049892,0.00867679,0.294468547,0.002711497,0.099240781,0.003253796,0.022776573,0.031453362,0.002711497,0.014099783,0,0.140455531,0,0.001626898,0.002711497,0.003253796,0,0.120932755,0.081344902,0,0.004338395,0.091106291,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mizolastine,0.009668508,0.084254144,0.002762431,0.008287293,0,0.020718232,0.095303867,0.125690608,0.012430939,0.038674033,0.016574586,0.006906077,0.048342541,0.020718232,0.029005525,0,0.175414365,0.004143646,0.001381215,0.060773481,0.005524862,0.005524862,0.05801105,0.142265193,0,0.001381215,0.026243094,Other-DILI-Concern,Low,Logistic regression model predictions 
mizoribine,0.102564103,0.025641026,0.003944773,0.001972387,0.001972387,0.003944773,0.08086785,0.045364892,0.023668639,0.009861933,0.252465483,0.009861933,0.108481262,0.039447732,0.019723866,0.053254438,0.031558185,0.00591716,0.001972387,0.003944773,0.071005917,0.003944773,0.041420118,0.045364892,0,0,0.01183432,Other-DILI-Concern,Low,Logistic regression model predictions 
moclobemide,0.014381741,0.039549789,0.001406909,0.015163358,0.003126466,0.023448491,0.12787244,0.094106612,0.014538065,0.002813819,0.006096608,0.014538065,0.02720025,0.024230108,0.029232453,0.001719556,0.20181335,0.003439112,0.001719556,0.185555729,0.014381741,0.014381741,0.0181335,0.076598406,0.00093794,0.000312647,0.043301548,Other-DILI-Concern,Low,Logistic regression model predictions 
modafinil,0.00558765,0.036177668,0.005019415,0.006629416,0.00255706,0.017899422,0.069230041,0.175584809,0.003882943,0.012880008,0.020361777,0.076806516,0.056634151,0.019888247,0.02983237,0.003220002,0.142437731,0.010607065,0.016384127,0.133345961,0.012785302,0.009660006,0.037219434,0.053319443,0.010701771,0.00861824,0.022729425,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
moexipril,0.014450867,0.040462428,0,0.011560694,0,0.011560694,0.101156069,0.150289017,0.014450867,0.01734104,0.014450867,0.031791908,0.046242775,0.052023121,0.014450867,0.00867052,0.066473988,0,0.031791908,0.031791908,0.026011561,0.00867052,0.115606936,0.112716763,0.005780347,0.005780347,0.066473988,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mofezolac,0.033333333,0,0,0,0,0,0.166666667,0.166666667,0.066666667,0.2,0.033333333,0,0,0.066666667,0,0,0.033333333,0,0,0,0.033333333,0,0.033333333,0.133333333,0,0,0.033333333,Most-DILI-Concern,High,Logistic regression model predictions 
molindone,0.037406484,0.027431421,0,0.004987531,0.007481297,0.024937656,0.059850374,0.094763092,0.02244389,0.002493766,0.017456359,0.02244389,0.087281796,0.024937656,0.034912718,0,0.27680798,0,0,0.097256858,0.029925187,0.024937656,0.034912718,0.037406484,0.002493766,0.004987531,0.02244389,Other-DILI-Concern,Low,Logistic regression model predictions 
molsidomine,0.046846847,0.054054054,0,0.011411411,0.004204204,0.007207207,0.083483483,0.07987988,0.012612613,0.005405405,0.013213213,0.03003003,0.034834835,0.022222222,0.018618619,0.018018018,0.226426426,0.001201201,0.000600601,0.026426426,0.022822823,0.00960961,0.034834835,0.121921922,0.000600601,0,0.113513514,Other-DILI-Concern,Low,Logistic regression model predictions 
mometasone,0.001759531,0.007771261,0.000696481,0.005938416,0.004252199,0.024670088,0.029105572,0.213233138,0.000916422,0.011217009,0.025439883,0.204545455,0.014406158,0.00377566,0.012646628,0.002052786,0.062243402,0.00106305,0.185007331,0.020014663,0.002529326,0.002639296,0.093658358,0.058944282,0.001832845,0.00318915,0.006451613,Other-DILI-Concern,Low,Logistic regression model predictions 
monobenzone,0,0,0,0,0,0,0,0.117647059,0,0.176470588,0,0,0,0,0.058823529,0,0.058823529,0,0,0.058823529,0,0,0,0.529411765,0,0,0,Other-DILI-Concern,Low,Logistic regression model predictions 
monoctanoin,0.071428571,0.071428571,0,0,0,0,0.107142857,0.178571429,0,0,0,0,0,0,0,0,0.107142857,0,0,0,0.035714286,0,0.285714286,0,0,0,0.142857143,Other-DILI-Concern,Low,Logistic regression model predictions 
montelukast,0.01163486,0.021102197,0.003213912,0.006303254,0.002067866,0.015745677,0.089416513,0.133215407,0.007972495,0.031765409,0.028700982,0.045094424,0.033359908,0.013254273,0.041656286,0.002690717,0.121804774,0.005530918,0.015122826,0.174946435,0.009118541,0.005256864,0.076660521,0.076436295,0.008146893,0.004783497,0.014998256,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
moracizine,0.030508475,0.257627119,0,0,0,0.006779661,0.096610169,0.16779661,0.03220339,0.005084746,0.011864407,0.003389831,0.049152542,0.03220339,0.011864407,0,0.105084746,0,0,0.047457627,0.033898305,0.001694915,0.037288136,0.033898305,0,0,0.03559322,Other-DILI-Concern,Low,Logistic regression model predictions 
moricizine,0.030612245,0.256802721,0,0,0,0.006802721,0.096938776,0.166666667,0.032312925,0.005102041,0.011904762,0.003401361,0.049319728,0.032312925,0.011904762,0,0.105442177,0,0,0.047619048,0.034013605,0.00170068,0.037414966,0.034013605,0,0,0.035714286,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
morniflumate,0.008216927,0.010682005,0.000821693,0.006573541,0,0.023829088,0.304026294,0.092851274,0.001643385,0.019720624,0.007395234,0.015612161,0.013147083,0.007395234,0.00903862,0,0.134757601,0,0,0.026294166,0.02136401,0.005751849,0.032867707,0.231717338,0,0,0.026294166,Other-DILI-Concern,Low,Logistic regression model predictions 
moroxydine,0.013986014,0.027972028,0,0.013986014,0,0.027972028,0.258741259,0.090909091,0,0.013986014,0.006993007,0,0,0.097902098,0,0,0.090909091,0,0,0.006993007,0,0,0.034965035,0.307692308,0,0,0.006993007,Other-DILI-Concern,Low,Logistic regression model predictions 
morphine,0.003582364,0.025523512,0.000660436,0.002194782,0.000980647,0.009406208,0.110259438,0.178737967,0.004516314,0.052628068,0.012675032,0.172447148,0.023642271,0.009246102,0.013508916,0.003569022,0.101326876,0.000980647,0.008945904,0.091420337,0.013802443,0.001347556,0.046584079,0.080573178,0.007338177,0.003355548,0.020747026,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mosapride,0.004272591,0.017624439,0.000320444,0.002563555,0.000106815,0.010147404,0.361568041,0.102969451,0.01965392,0.007797479,0.002136296,0.01004059,0.020722068,0.010361034,0.007477035,0.000640889,0.224738304,0.000106815,0.000320444,0.041657765,0.015167699,0.006622517,0.021790216,0.098269601,0,0,0.012924589,Other-DILI-Concern,Low,Logistic regression model predictions 
moxalactam,0.060529634,0.034363178,0,0.004728878,0,0.008827238,0.090479193,0.143757881,0.024590164,0.028688525,0.032471627,0.000315259,0.135876419,0.025220681,0.003152585,0.001261034,0.066519546,0,0,0.010088272,0.037831021,0.001891551,0.046973518,0.14627995,0,0,0.096153846,Most-DILI-Concern,High,Logistic regression model predictions 
moxaverine,0,0.1,0,0,0,0,0.15,0.05,0,0.05,0,0,0.05,0,0,0,0.15,0,0,0.1,0,0.05,0.05,0.15,0,0,0.1,Other-DILI-Concern,Low,Logistic regression model predictions 
moxifloxacin,0.011572793,0.042119586,0.000732645,0.01154289,0.000732645,0.029201118,0.11290202,0.114187886,0.013546448,0.066924837,0.026031309,0.024595924,0.044900644,0.012170871,0.04718829,0.001151299,0.130590153,0.000598077,0.001764328,0.057086467,0.009898177,0.002317549,0.05315411,0.149489392,0.004007117,0.00201851,0.029574917,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
moxisylyte,0.031690141,0.01056338,0,0.014084507,0.007042254,0.01056338,0.126760563,0.080985915,0.183098592,0.003521127,0,0.014084507,0.073943662,0.01056338,0.052816901,0.003521127,0.091549296,0.003521127,0,0.021126761,0.007042254,0.038732394,0.017605634,0.116197183,0,0,0.080985915,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
moxonidine,0.006633907,0.058968059,0.001474201,0.011056511,0.0002457,0.017936118,0.193611794,0.142506143,0.005651106,0.003194103,0.011302211,0.022358722,0.026044226,0.016216216,0.031695332,0.002211302,0.198525799,0.001228501,0.000982801,0.058968059,0.02014742,0.009090909,0.032678133,0.064127764,0.0002457,0.001719902,0.061179361,Other-DILI-Concern,Low,Logistic regression model predictions 
mozavaptan,0.027777778,0,0,0,0,0,0.027777778,0.083333333,0.055555556,0,0.027777778,0,0.083333333,0.083333333,0.027777778,0.388888889,0.111111111,0,0,0,0,0,0.083333333,0,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
mupirocin,0.003662109,0.005371094,0.001220703,0.005371094,0,0.020996094,0.070068359,0.216552734,0.001953125,0.037109375,0.036865234,0.158935547,0.012939453,0.006347656,0.013671875,0.001220703,0.077880859,0.000244141,0.024414063,0.012939453,0.00390625,0.00390625,0.052734375,0.217285156,0.001953125,0.003662109,0.008789063,Other-DILI-Concern,Low,Logistic regression model predictions 
muromonab-cd3,0.064336775,0.038919778,0.000794281,0.009134234,0,0.021048451,0.064336775,0.194996029,0.015885624,0.021842732,0.10166799,0.007545671,0.028594122,0.013105639,0.030182685,0.028196982,0.118347895,0,0,0.032168388,0.026211279,0.000397141,0.092136616,0.028594122,0,0.001191422,0.060365369,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nabilone,0.002173913,0.019565217,0.004347826,0.013043478,0,0.02173913,0.104347826,0.139130435,0.002173913,0.006521739,0.015217391,0.065217391,0.030434783,0.013043478,0.026086957,0.006521739,0.204347826,0,0.02826087,0.17173913,0.008695652,0.006521739,0.034782609,0.023913043,0.010869565,0.006521739,0.034782609,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nabumetone,0.024871531,0.021582734,0.002055498,0.012127441,0.00061665,0.01983556,0.252620761,0.125179856,0.015519013,0.031757451,0.017163412,0.015416238,0.032579651,0.018807811,0.025282631,0.003391572,0.093833505,0.00061665,0.003288798,0.04008222,0.026618705,0.005652621,0.035046249,0.149434738,0.001027749,0.001849949,0.023741007,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nadide,0,0.2,0,0,0,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
nadifloxacin,0.001712329,0.002568493,0,0.001712329,0.000856164,0.005136986,0.060787671,0.124143836,0.000856164,0.001712329,0.029109589,0.01369863,0.001712329,0.004280822,0.012842466,0.001712329,0.020547945,0.000856164,0,0.004280822,0.001712329,0.005993151,0.017979452,0.664383562,0,0,0.02140411,Other-DILI-Concern,Low,Logistic regression model predictions 
nadolol,0.017694994,0.12782305,0.003725262,0.012572759,0.002793946,0.02467986,0.063562282,0.133643772,0.009080326,0.015366705,0.014202561,0.026309662,0.047031432,0.033527357,0.021420256,0.003026775,0.134575087,0.00419092,0.010011641,0.05145518,0.011874272,0.01653085,0.066821886,0.086845169,0.000698487,0.001164144,0.059371362,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nafamostat,0.03003003,0.017267267,0,0,0.000750751,0.001501502,0.069069069,0.067567568,0.011261261,0.291291291,0.008258258,0.006006006,0.103603604,0.046546547,0.005255255,0.000750751,0.033783784,0,0.013513514,0.003753754,0.003753754,0,0.061561562,0.132882883,0,0,0.091591592,Other-DILI-Concern,Low,Logistic regression model predictions 
nafcillin,0.085731972,0.01268957,0,0.001547509,0.000619003,0.003095017,0.071185392,0.154750851,0.031259672,0.026926648,0.026617146,0.01640359,0.069947385,0.027545652,0.01083256,0.001238007,0.031569174,0.000928505,0.002166512,0.006499536,0.096255029,0.001238007,0.023212628,0.246053853,0.000619003,0.004333024,0.046734757,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
naftidrofuryl,0.037584459,0.046030405,0.000422297,0.012668919,0.001689189,0.010557432,0.163006757,0.089527027,0.050675676,0.006756757,0.008445946,0.021537162,0.041807432,0.025337838,0.013935811,0.001689189,0.161739865,0,0.000844595,0.046030405,0.027871622,0.004222973,0.025760135,0.144847973,0,0,0.057010135,Other-DILI-Concern,Low,Logistic regression model predictions 
naftifine,0.002242152,0.002242152,0,0,0.002242152,0.00896861,0.013452915,0.188340807,0,0.085201794,0.069506726,0.071748879,0.00896861,0.002242152,0.047085202,0,0.035874439,0,0.002242152,0.004484305,0.002242152,0.006726457,0.004484305,0.430493274,0.002242152,0.004484305,0.004484305,Other-DILI-Concern,Low,Logistic regression model predictions 
naftopidil,0.009146341,0.019817073,0,0.009146341,0.00152439,0.028963415,0.170731707,0.067073171,0.028963415,0.00304878,0.044207317,0.015243902,0.024390244,0.004573171,0.027439024,0.010670732,0.271341463,0,0,0.024390244,0.076219512,0.041158537,0.027439024,0.048780488,0,0.00152439,0.044207317,Other-DILI-Concern,Low,Logistic regression model predictions 
nalbuphine,0.006932409,0.039572501,0.004910456,0.008954362,0.00028885,0.012998267,0.187175043,0.101964183,0.005488157,0.034662045,0.008954362,0.027440786,0.022530329,0.006065858,0.01559792,0.001155402,0.194974003,0.005777008,0.001444252,0.083188908,0.006643559,0.002599653,0.07712305,0.094454073,0.002888504,0.002888504,0.043327556,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nalfurafine,0.036866359,0.064516129,0,0.004608295,0.004608295,0.004608295,0.064516129,0.078341014,0.069124424,0,0.032258065,0.023041475,0.073732719,0.069124424,0,0.036866359,0.198156682,0,0,0.110599078,0.023041475,0.004608295,0.046082949,0.046082949,0,0,0.00921659,Most-DILI-Concern,High,Logistic regression model predictions 
nalmefene,0.002908033,0.034896401,0,0.023264268,0.000363504,0.011995638,0.137041076,0.163213377,0.004725554,0.00436205,0.000727008,0.040348964,0.019629226,0.024718284,0.046165031,0.000363504,0.178480553,0.000727008,0.000727008,0.177753544,0.006179571,0.009087605,0.023264268,0.068338786,0.003998546,0.000727008,0.015994184,Other-DILI-Concern,Low,Logistic regression model predictions 
naloxegol,0.003227294,0.011526049,0.001152605,0.004149378,0.002535731,0.006915629,0.246196404,0.203780544,0.001613647,0.005763024,0.018672199,0.109036422,0.050484094,0.023282619,0.061088059,0.010373444,0.073305671,0.000230521,0.00230521,0.048639926,0.017289073,0.002535731,0.022360535,0.049792531,0.004379899,0.003918857,0.015444905,Other-DILI-Concern,Low,Logistic regression model predictions 
naloxone,0.002796768,0.070229956,0.001243008,0.002175264,0.000621504,0.013051585,0.103480423,0.172778123,0.00466128,0.016780609,0.010254817,0.078931013,0.037911746,0.008079553,0.017091361,0.000621504,0.150093226,0.002175264,0.003418272,0.080484773,0.010254817,0.000621504,0.098819142,0.071472965,0.001243008,0.004039776,0.036668738,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
naltrexone,0.00184042,0.009278785,0.000230053,0.004562708,0.000345079,0.009930601,0.089988881,0.240980024,0.007208313,0.006134734,0.029063303,0.08979717,0.038840535,0.026532725,0.044016717,0.001917104,0.102488402,0.004370998,0.01230781,0.163529006,0.00881868,0.00716997,0.021203175,0.034929642,0.022008359,0.012997968,0.009508838,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nandrolone,0.024271845,0.056634304,0.001618123,0.001618123,0.019417476,0.019417476,0.035598706,0.100323625,0.069579288,0.004854369,0.027508091,0.03236246,0.045307443,0.045307443,0.030744337,0.019417476,0.069579288,0,0.003236246,0.095469256,0.033980583,0.037216828,0.061488673,0.116504854,0.001618123,0.001618123,0.045307443,Most-DILI-Concern,High,Logistic regression model predictions 
